Time(ps),Counts
-20000,9
-19950,12
-19900,5
-19850,5
-19800,3
-19750,3
-19700,1
-19650,4
-19600,0
-19550,1
-19500,5
-19450,4
-19400,2
-19350,5
-19300,5
-19250,5
-19200,5
-19150,5
-19100,2
-19050,4
-19000,4
-18950,5
-18900,5
-18850,2
-18800,5
-18750,7
-18700,4
-18650,1
-18600,5
-18550,3
-18500,2
-18450,2
-18400,1
-18350,3
-18300,3
-18250,3
-18200,1
-18150,5
-18100,6
-18050,5
-18000,10
-17950,6
-17900,16
-17850,10
-17800,9
-17750,6
-17700,6
-17650,7
-17600,5
-17550,3
-17500,4
-17450,1
-17400,3
-17350,4
-17300,3
-17250,8
-17200,10
-17150,9
-17100,23
-17050,17
-17000,14
-16950,6
-16900,4
-16850,4
-16800,4
-16750,5
-16700,5
-16650,4
-16600,4
-16550,4
-16500,6
-16450,7
-16400,0
-16350,4
-16300,4
-16250,4
-16200,4
-16150,7
-16100,4
-16050,3
-16000,4
-15950,1
-15900,4
-15850,4
-15800,4
-15750,5
-15700,4
-15650,3
-15600,3
-15550,6
-15500,2
-15450,6
-15400,5
-15350,3
-15300,1
-15250,4
-15200,6
-15150,4
-15100,4
-15050,6
-15000,4
-14950,6
-14900,5
-14850,5
-14800,7
-14750,10
-14700,6
-14650,6
-14600,4
-14550,7
-14500,11
-14450,8
-14400,22
-14350,25
-14300,60
-14250,173
-14200,348
-14150,373
-14100,229
-14050,169
-14000,104
-13950,62
-13900,39
-13850,25
-13800,22
-13750,22
-13700,26
-13650,29
-13600,38
-13550,40
-13500,39
-13450,56
-13400,47
-13350,60
-13300,61
-13250,69
-13200,74
-13150,111
-13100,147
-13050,155
-13000,200
-12950,374
-12900,628
-12850,1242
-12800,3016
-12750,7030
-12700,16497
-12650,31032
-12600,25381
-12550,11124
-12500,4772
-12450,2034
-12400,841
-12350,474
-12300,288
-12250,190
-12200,131
-12150,98
-12100,110
-12050,79
-12000,80
-11950,56
-11900,60
-11850,41
-11800,40
-11750,23
-11700,33
-11650,30
-11600,28
-11550,24
-11500,17
-11450,25
-11400,31
-11350,41
-11300,65
-11250,131
-11200,191
-11150,353
-11100,414
-11050,280
-11000,104
-10950,39
-10900,33
-10850,10
-10800,10
-10750,8
-10700,10
-10650,4
-10600,8
-10550,6
-10500,5
-10450,5
-10400,4
-10350,4
-10300,3
-10250,3
-10200,4
-10150,3
-10100,4
-10050,7
-10000,5
-9950,7
-9900,7
-9850,10
-9800,6
-9750,13
-9700,10
-9650,2
-9600,5
-9550,5
-9500,6
-9450,3
-9400,1
-9350,4
-9300,1
-9250,3
-9200,4
-9150,2
-9100,6
-9050,2
-9000,3
-8950,1
-8900,4
-8850,3
-8800,3
-8750,4
-8700,2
-8650,5
-8600,10
-8550,7
-8500,3
-8450,4
-8400,6
-8350,7
-8300,13
-8250,17
-8200,23
-8150,13
-8100,7
-8050,0
-8000,1
-7950,4
-7900,1
-7850,2
-7800,6
-7750,6
-7700,4
-7650,3
-7600,6
-7550,7
-7500,11
-7450,15
-7400,17
-7350,16
-7300,5
-7250,5
-7200,5
-7150,5
-7100,5
-7050,3
-7000,5
-6950,8
-6900,5
-6850,3
-6800,4
-6750,2
-6700,2
-6650,5
-6600,5
-6550,5
