Time(ps),Counts
-20000,34
-19950,32
-19900,28
-19850,27
-19800,20
-19750,21
-19700,27
-19650,27
-19600,36
-19550,45
-19500,40
-19450,24
-19400,32
-19350,21
-19300,21
-19250,15
-19200,20
-19150,24
-19100,14
-19050,12
-19000,13
-18950,18
-18900,6
-18850,8
-18800,9
-18750,12
-18700,19
-18650,13
-18600,19
-18550,29
-18500,31
-18450,37
-18400,34
-18350,40
-18300,34
-18250,32
-18200,16
-18150,18
-18100,13
-18050,28
-18000,31
-17950,38
-17900,32
-17850,43
-17800,33
-17750,26
-17700,21
-17650,19
-17600,14
-17550,15
-17500,11
-17450,13
-17400,10
-17350,16
-17300,12
-17250,10
-17200,25
-17150,32
-17100,61
-17050,72
-17000,49
-16950,28
-16900,30
-16850,18
-16800,15
-16750,10
-16700,14
-16650,14
-16600,15
-16550,11
-16500,9
-16450,17
-16400,14
-16350,14
-16300,16
-16250,15
-16200,14
-16150,14
-16100,10
-16050,17
-16000,8
-15950,10
-15900,14
-15850,11
-15800,18
-15750,18
-15700,22
-15650,19
-15600,28
-15550,23
-15500,23
-15450,20
-15400,14
-15350,20
-15300,8
-15250,17
-15200,22
-15150,20
-15100,23
-15050,22
-15000,16
-14950,19
-14900,15
-14850,25
-14800,23
-14750,25
-14700,21
-14650,32
-14600,40
-14550,42
-14500,35
-14450,56
-14400,86
-14350,162
-14300,272
-14250,672
-14200,1276
-14150,1293
-14100,899
-14050,686
-14000,401
-13950,260
-13900,157
-13850,109
-13800,73
-13750,97
-13700,114
-13650,135
-13600,156
-13550,147
-13500,144
-13450,195
-13400,212
-13350,221
-13300,273
-13250,302
-13200,355
-13150,431
-13100,499
-13050,646
-13000,789
-12950,1252
-12900,2033
-12850,4017
-12800,8902
-12750,21882
-12700,49959
-12650,82062
-12600,69724
-12550,34527
-12500,14276
-12450,6057
-12400,2878
-12350,1580
-12300,944
-12250,701
-12200,562
-12150,447
-12100,365
-12050,342
-12000,298
-11950,239
-11900,226
-11850,212
-11800,154
-11750,168
-11700,162
-11650,130
-11600,106
-11550,98
-11500,84
-11450,108
-11400,104
-11350,182
-11300,330
-11250,544
-11200,765
-11150,1088
-11100,1398
-11050,956
-11000,464
-10950,195
-10900,112
-10850,69
-10800,51
-10750,47
-10700,37
-10650,26
-10600,18
-10550,23
-10500,16
-10450,24
-10400,9
-10350,20
-10300,17
-10250,17
-10200,17
-10150,20
-10100,10
-10050,18
-10000,14
-9950,17
-9900,24
-9850,26
-9800,22
-9750,30
-9700,29
-9650,22
-9600,24
-9550,17
-9500,17
-9450,13
-9400,21
-9350,13
-9300,13
-9250,15
-9200,15
-9150,14
-9100,9
-9050,10
-9000,12
-8950,5
-8900,18
-8850,17
-8800,16
-8750,14
-8700,6
-8650,8
-8600,10
-8550,15
-8500,9
-8450,13
-8400,22
-8350,25
-8300,42
-8250,59
-8200,66
-8150,52
-8100,30
-8050,28
-8000,10
-7950,16
-7900,20
-7850,13
-7800,16
-7750,4
-7700,12
-7650,22
-7600,24
-7550,24
-7500,24
-7450,37
-7400,38
-7350,34
-7300,31
-7250,17
-7200,25
-7150,14
-7100,22
-7050,21
-7000,35
-6950,41
-6900,39
-6850,43
-6800,25
-6750,23
-6700,25
-6650,21
-6600,25
-6550,19
-6500,15
-6450,18
-6400,13
-6350,19
-6300,23
-6250,11
-6200,13
-6150,12
-6100,18
-6050,18
-6000,11
-5950,23
-5900,26
-5850,31
-5800,51
-5750,30
-5700,42
-5650,40
-5600,22
-5550,26
-5500,21
-5450,15
-5400,29
-5350,25
-5300,30
-5250,38
-5200,54
-5150,37
-5100,23
-5050,25
-5000,19
-4950,16
-4900,14
-4850,12
-4800,14
-4750,12
-4700,12
-4650,19
-4600,19
-4550,27
-4500,36
-4450,67
-4400,64
-4350,34
-4300,22
-4250,14
-4200,12
-4150,11
-4100,15
-4050,13
-4000,12
-3950,11
-3900,16
-3850,12
-3800,18
-3750,11
-3700,15
-3650,13
-3600,13
-3550,13
-3500,9
-3450,16
-3400,19
-3350,19
-3300,13
-3250,7
-3200,16
-3150,18
-3100,13
-3050,20
-3000,23
-2950,19
-2900,27
-2850,16
-2800,27
-2750,19
-2700,13
-2650,13
-2600,18
-2550,13
-2500,16
-2450,16
-2400,22
-2350,19
-2300,20
-2250,26
-2200,17
-2150,24
-2100,32
-2050,30
-2000,25
-1950,35
-1900,36
-1850,51
-1800,55
-1750,106
-1700,177
-1650,348
-1600,780
-1550,1318
-1500,1255
-1450,765
-1400,579
-1350,361
-1300,172
-1250,117
-1200,68
-1150,58
-1100,57
-1050,73
-1000,95
-950,91
-900,85
-850,90
-800,101
-750,83
-700,108
-650,155
-600,159
-550,178
-500,179
-450,215
-400,286
-350,355
-300,517
-250,782
-200,1453
-150,3004
-100,6743
-50,10905
0,6147
50,8525
100,5584
150,2641
200,1250
250,713
300,494
350,354
400,287
450,201
500,191
550,220
600,157
650,119
700,108
750,104
800,76
850,92
900,72
950,77
1000,79
1050,68
1100,63
1150,60
1200,63
1250,105
1300,207
1350,403
1400,520
1450,815
1500,1158
1550,1277
1600,769
1650,341
1700,162
1750,90
1800,45
1850,32
1900,30
1950,27
2000,29
2050,24
2100,23
2150,9
2200,21
2250,19
2300,17
2350,16
2400,15
2450,7
2500,15
2550,26
2600,12
2650,26
2700,16
2750,18
2800,28
2850,22
2900,17
2950,17
3000,25
3050,22
3100,21
3150,16
3200,15
3250,17
3300,27
3350,16
3400,14
3450,16
3500,16
3550,15
3600,14
3650,13
3700,10
3750,15
3800,17
3850,18
3900,16
3950,14
4000,10
4050,13
4100,17
4150,6
4200,16
4250,19
4300,26
4350,42
4400,58
4450,63
4500,37
4550,18
4600,13
4650,17
4700,13
4750,11
4800,19
4850,7
4900,10
4950,13
5000,20
5050,27
5100,35
5150,42
5200,49
5250,44
5300,24
5350,19
5400,17
5450,22
5500,19
5550,18
5600,22
5650,32
5700,25
5750,46
5800,40
5850,27
5900,24
5950,20
6000,20
6050,16
6100,11
6150,18
6200,11
6250,23
6300,20
6350,16
6400,10
6450,10
6500,15
6550,13
6600,20
6650,28
6700,21
6750,32
6800,30
6850,31
6900,39
6950,37
7000,26
7050,19
7100,20
