Time(ps),Counts
-20000,9
-19950,9
-19900,6
-19850,5
-19800,5
-19750,6
-19700,5
-19650,7
-19600,3
-19550,4
-19500,6
-19450,2
-19400,4
-19350,5
-19300,5
-19250,2
-19200,1
-19150,6
-19100,4
-19050,4
-19000,0
-18950,4
-18900,3
-18850,2
-18800,5
-18750,3
-18700,5
-18650,0
-18600,4
-18550,0
-18500,3
-18450,2
-18400,3
-18350,2
-18300,4
-18250,4
-18200,0
-18150,7
-18100,5
-18050,4
-18000,6
-17950,6
-17900,8
-17850,5
-17800,10
-17750,10
-17700,2
-17650,5
-17600,5
-17550,4
-17500,5
-17450,3
-17400,6
-17350,1
-17300,4
-17250,11
-17200,8
-17150,11
-17100,15
-17050,9
-17000,9
-16950,12
-16900,3
-16850,4
-16800,7
-16750,2
-16700,3
-16650,2
-16600,3
-16550,1
-16500,4
-16450,3
-16400,1
-16350,6
-16300,5
-16250,9
-16200,2
-16150,2
-16100,2
-16050,2
-16000,3
-15950,4
-15900,4
-15850,4
-15800,3
-15750,3
-15700,4
-15650,3
-15600,4
-15550,3
-15500,6
-15450,9
-15400,5
-15350,3
-15300,3
-15250,1
-15200,3
-15150,2
-15100,5
-15050,2
-15000,5
-14950,4
-14900,9
-14850,7
-14800,3
-14750,7
-14700,7
-14650,6
-14600,12
-14550,14
-14500,11
-14450,20
-14400,28
-14350,47
-14300,131
-14250,144
-14200,197
-14150,194
-14100,166
-14050,161
-14000,102
-13950,59
-13900,46
-13850,27
-13800,26
-13750,29
-13700,13
-13650,25
-13600,31
-13550,26
-13500,26
-13450,28
-13400,37
-13350,49
-13300,50
-13250,67
-13200,79
-13150,117
-13100,119
-13050,165
-13000,279
-12950,587
-12900,1298
-12850,2599
-12800,6306
-12750,10525
-12700,11826
-12650,16776
-12600,14737
-12550,10272
-12500,8876
-12450,4419
-12400,1851
-12350,856
-12300,411
-12250,222
-12200,150
-12150,141
-12100,93
-12050,96
-12000,75
-11950,55
-11900,42
-11850,41
-11800,33
-11750,42
-11700,32
-11650,19
-11600,31
-11550,32
-11500,28
-11450,35
-11400,38
-11350,52
-11300,101
-11250,165
-11200,200
-11150,196
-11100,227
-11050,166
-11000,132
-10950,102
-10900,49
-10850,21
-10800,15
-10750,7
-10700,10
-10650,7
-10600,5
-10550,4
-10500,10
-10450,4
-10400,7
-10350,4
-10300,7
-10250,5
-10200,2
-10150,3
-10100,2
-10050,3
-10000,2
-9950,5
-9900,4
-9850,10
-9800,7
-9750,4
-9700,4
-9650,6
-9600,5
-9550,3
-9500,8
-9450,1
-9400,3
-9350,1
-9300,2
-9250,2
-9200,4
-9150,4
-9100,2
-9050,8
-9000,7
