Time(ps),Counts
-20000,12
-19950,7
-19900,11
-19850,7
-19800,5
-19750,3
-19700,3
-19650,4
-19600,3
-19550,5
-19500,2
-19450,4
-19400,3
-19350,1
-19300,4
-19250,8
-19200,5
-19150,5
-19100,1
-19050,5
-19000,3
-18950,5
-18900,3
-18850,6
-18800,4
-18750,1
-18700,2
-18650,4
-18600,2
-18550,5
-18500,6
-18450,10
-18400,7
-18350,3
-18300,0
-18250,6
-18200,2
-18150,3
-18100,3
-18050,7
-18000,6
-17950,13
-17900,10
-17850,11
-17800,9
-17750,10
-17700,3
-17650,7
-17600,6
-17550,2
-17500,3
-17450,1
-17400,10
-17350,5
-17300,1
-17250,5
-17200,4
-17150,7
-17100,14
-17050,13
-17000,15
-16950,3
-16900,6
-16850,2
-16800,5
-16750,2
-16700,1
-16650,2
-16600,1
-16550,5
-16500,4
-16450,2
-16400,3
-16350,2
-16300,4
-16250,4
-16200,5
-16150,3
-16100,5
-16050,4
-16000,2
-15950,4
-15900,3
-15850,4
-15800,10
-15750,7
-15700,4
-15650,3
-15600,6
-15550,9
-15500,5
-15450,4
-15400,5
-15350,3
-15300,3
-15250,11
-15200,3
-15150,9
-15100,6
-15050,5
-15000,5
-14950,5
-14900,5
-14850,8
-14800,7
-14750,8
-14700,9
-14650,4
-14600,10
-14550,10
-14500,7
-14450,14
-14400,18
-14350,41
-14300,56
-14250,170
-14200,320
-14150,376
-14100,268
-14050,148
-14000,75
-13950,66
-13900,36
-13850,30
-13800,27
-13750,16
-13700,43
-13650,31
-13600,27
-13550,36
-13500,35
-13450,48
-13400,44
-13350,53
-13300,59
-13250,77
-13200,85
-13150,126
-13100,133
-13050,164
-13000,262
-12950,339
-12900,593
-12850,1390
-12800,3148
-12750,7368
-12700,16901
-12650,29727
-12600,24779
-12550,11317
-12500,4871
-12450,2048
-12400,865
-12350,466
-12300,276
-12250,172
-12200,148
-12150,110
-12100,103
-12050,100
-12000,79
-11950,61
-11900,58
-11850,43
-11800,27
-11750,37
-11700,20
-11650,42
-11600,29
-11550,18
-11500,22
-11450,19
-11400,39
-11350,57
-11300,82
-11250,130
-11200,173
-11150,333
-11100,450
-11050,267
-11000,124
-10950,50
-10900,35
-10850,20
-10800,15
-10750,9
-10700,9
-10650,4
-10600,6
-10550,4
-10500,8
-10450,7
-10400,9
-10350,5
-10300,6
-10250,3
-10200,7
-10150,4
-10100,6
-10050,1
-10000,4
-9950,5
-9900,6
-9850,2
-9800,3
-9750,4
-9700,2
-9650,6
-9600,5
-9550,6
-9500,4
-9450,5
-9400,3
-9350,2
-9300,1
-9250,3
-9200,1
-9150,0
-9100,5
-9050,4
-9000,2
-8950,4
-8900,1
-8850,4
-8800,6
-8750,2
-8700,6
-8650,7
-8600,4
-8550,5
-8500,9
-8450,2
-8400,2
-8350,8
-8300,11
-8250,25
-8200,26
-8150,13
-8100,10
-8050,9
-8000,4
-7950,5
-7900,3
-7850,4
-7800,6
-7750,1
-7700,6
-7650,2
-7600,6
-7550,7
-7500,8
-7450,9
-7400,16
-7350,14
-7300,10
-7250,6
-7200,8
-7150,6
-7100,5
-7050,6
-7000,3
-6950,4
-6900,2
-6850,4
-6800,4
-6750,1
-6700,3
-6650,6
-6600,3
-6550,3
-6500,5
-6450,2
-6400,5
-6350,4
-6300,6
-6250,5
-6200,3
-6150,4
-6100,4
-6050,5
-6000,3
-5950,3
-5900,2
-5850,3
-5800,2
-5750,7
-5700,5
-5650,4
-5600,4
-5550,2
-5500,4
-5450,7
-5400,4
-5350,11
-5300,12
-5250,9
-5200,13
-5150,13
-5100,7
-5050,9
-5000,3
-4950,2
-4900,5
-4850,3
-4800,6
-4750,2
-4700,2
-4650,3
-4600,1
-4550,9
-4500,16
-4450,12
-4400,16
-4350,12
-4300,14
-4250,5
-4200,4
-4150,5
-4100,2
-4050,6
-4000,4
-3950,3
-3900,7
-3850,2
-3800,7
-3750,3
-3700,3
-3650,2
-3600,3
-3550,1
-3500,5
-3450,2
-3400,0
-3350,4
-3300,6
-3250,4
-3200,10
-3150,4
-3100,6
-3050,9
-3000,8
-2950,7
-2900,3
-2850,5
-2800,5
-2750,4
-2700,2
-2650,2
-2600,7
-2550,6
-2500,5
-2450,5
-2400,9
-2350,8
-2300,4
-2250,2
-2200,9
-2150,8
-2100,8
-2050,11
-2000,9
-1950,11
-1900,14
-1850,10
-1800,14
-1750,22
-1700,43
-1650,85
-1600,216
-1550,384
-1500,337
-1450,200
-1400,145
-1350,83
-1300,50
-1250,26
-1200,21
-1150,14
-1100,17
-1050,12
-1000,23
-950,26
-900,16
-850,18
-800,27
-750,30
-700,30
-650,39
-600,35
-550,41
-500,72
-450,67
-400,76
-350,120
-300,135
-250,220
-200,447
-150,858
-100,1903
-50,3499
0,2232
50,2918
100,1624
150,737
200,386
250,243
300,162
350,118
400,84
450,67
500,50
550,39
600,57
650,48
700,25
750,25
800,26
850,27
900,28
950,25
1000,10
1050,18
1100,24
1150,18
1200,24
1250,38
1300,40
1350,80
1400,146
1450,226
1500,346
1550,373
1600,191
1650,86
1700,36
1750,17
1800,15
1850,5
1900,7
1950,6
2000,10
2050,9
2100,8
2150,6
2200,10
2250,5
2300,8
2350,5
2400,2
2450,7
2500,3
2550,3
2600,10
2650,6
2700,8
2750,4
2800,6
2850,9
2900,5
2950,3
3000,7
3050,2
3100,2
3150,3
3200,8
3250,3
3300,1
3350,5
3400,2
3450,7
3500,1
3550,4
3600,2
3650,2
3700,5
3750,3
3800,2
3850,6
3900,3
3950,5
4000,2
4050,3
4100,2
4150,4
4200,2
4250,2
4300,7
4350,13
4400,21
4450,15
4500,9
4550,12
4600,4
4650,5
4700,5
4750,6
4800,2
4850,5
4900,8
4950,2
5000,4
5050,7
5100,3
5150,13
5200,8
5250,15
5300,12
5350,10
5400,3
5450,5
5500,4
5550,2
5600,2
5650,6
5700,3
5750,2
5800,5
5850,5
5900,5
5950,5
6000,4
6050,2
6100,2
6150,3
6200,7
6250,3
6300,1
6350,5
6400,5
6450,3
6500,1
6550,2
6600,4
6650,2
6700,7
6750,8
6800,3
6850,5
6900,3
6950,6
7000,5
7050,4
7100,8
7150,6
7200,4
7250,5
7300,10
7350,12
7400,18
7450,23
7500,13
7550,10
7600,11
7650,4
7700,7
7750,6
7800,7
7850,6
7900,2
7950,7
8000,1
8050,6
8100,7
8150,9
8200,23
8250,17
8300,11
8350,5
8400,1
8450,4
8500,2
8550,2
8600,6
8650,4
8700,4
8750,1
8800,2
8850,4
8900,2
8950,0
9000,6
9050,3
9100,4
9150,6
9200,3
9250,5
9300,3
9350,2
9400,6
9450,4
9500,0
9550,5
9600,5
9650,5
9700,7
9750,7
9800,5
9850,5
9900,10
9950,2
10000,4
10050,3
10100,8
10150,5
10200,10
10250,8
10300,2
10350,4
10400,6
10450,4
10500,13
10550,4
10600,8
10650,4
10700,6
10750,6
10800,14
10850,14
10900,18
10950,53
11000,125
11050,278
11100,430
11150,295
11200,203
11250,133
11300,78
11350,60
11400,33
11450,28
11500,21
11550,21
11600,34
11650,20
11700,39
11750,42
11800,30
11850,45
11900,40
11950,79
12000,80
12050,99
12100,91
12150,106
12200,139
12250,162
12300,324
12350,429
12400,879
12450,2072
12500,4701
12550,11221
12600,24793
12650,30244
12700,17136
12750,7488
12800,3221
12850,1320
12900,636
12950,359
13000,233
13050,159
13100,118
13150,103
13200,84
13250,68
13300,67
13350,51
13400,72
13450,52
13500,50
13550,39
13600,35
13650,32
13700,32
13750,31
13800,28
13850,25
13900,43
13950,53
14000,105
14050,144
14100,216
14150,368
14200,300
14250,182
14300,79
14350,25
14400,23
14450,13
14500,11
14550,9
14600,8
14650,5
14700,8
14750,5
14800,7
14850,7
14900,7
14950,4
15000,3
15050,6
15100,5
15150,1
15200,1
15250,7
15300,7
15350,8
15400,7
15450,6
15500,9
15550,8
15600,3
15650,4
15700,8
15750,5
15800,5
15850,4
15900,3
15950,2
16000,4
16050,3
16100,5
16150,8
16200,5
16250,5
16300,1
16350,2
16400,0
16450,5
16500,2
16550,2
16600,4
16650,5
16700,9
16750,4
16800,2
16850,7
16900,3
16950,8
17000,19
17050,13
17100,19
17150,9
17200,7
17250,2
17300,2
17350,1
17400,3
17450,2
17500,2
17550,4
17600,6
17650,1
17700,8
17750,15
17800,13
17850,8
17900,5
17950,9
18000,7
18050,6
18100,3
18150,1
18200,6
18250,3
18300,3
18350,5
18400,4
18450,5
18500,6
18550,4
18600,0
18650,4
18700,5
18750,3
18800,3
18850,3
18900,2
18950,3
19000,8
19050,3
19100,1
19150,3
19200,3
19250,8
19300,7
19350,2
19400,4
19450,5
19500,3
19550,1
19600,3
19650,2
19700,3
19750,5
19800,5
19850,7
19900,9
19950,9
