Time(ps),Counts
-20000,6
-19950,8
-19900,9
-19850,5
-19800,5
-19750,2
-19700,4
-19650,1
-19600,1
-19550,2
-19500,2
-19450,5
-19400,1
-19350,3
-19300,2
-19250,3
-19200,0
-19150,2
-19100,3
-19050,3
-19000,1
-18950,5
-18900,2
-18850,2
-18800,1
-18750,3
-18700,2
-18650,2
-18600,4
-18550,5
-18500,2
-18450,4
-18400,3
-18350,2
-18300,2
-18250,3
-18200,3
-18150,3
-18100,9
-18050,5
-18000,7
-17950,10
-17900,6
-17850,6
-17800,9
-17750,4
-17700,6
-17650,4
-17600,3
-17550,1
-17500,2
-17450,1
-17400,2
-17350,2
-17300,4
-17250,6
-17200,5
-17150,8
-17100,15
-17050,6
-17000,9
-16950,10
-16900,5
-16850,9
-16800,3
-16750,1
-16700,1
-16650,4
-16600,1
-16550,4
-16500,4
-16450,8
-16400,5
-16350,4
-16300,2
-16250,5
-16200,2
-16150,3
-16100,1
-16050,1
-16000,3
-15950,2
-15900,7
-15850,1
-15800,3
-15750,4
-15700,4
-15650,2
-15600,2
-15550,4
-15500,3
-15450,3
-15400,4
-15350,2
-15300,1
-15250,3
-15200,4
-15150,0
-15100,4
-15050,2
-15000,1
-14950,3
-14900,1
-14850,6
-14800,1
-14750,9
-14700,9
-14650,14
-14600,5
-14550,15
-14500,13
-14450,13
-14400,33
-14350,65
-14300,94
-14250,102
-14200,165
-14150,172
-14100,131
-14050,129
-14000,111
-13950,55
-13900,62
-13850,29
-13800,26
-13750,21
-13700,26
-13650,20
-13600,19
-13550,29
-13500,33
-13450,46
-13400,28
-13350,40
-13300,48
-13250,63
-13200,79
-13150,92
-13100,119
-13050,172
-13000,309
-12950,621
-12900,1334
-12850,3091
-12800,6710
-12750,8143
-12700,8840
-12650,13663
-12600,11899
-12550,7668
-12500,7642
-12450,4725
-12400,2045
-12350,905
-12300,425
-12250,218
-12200,138
-12150,125
-12100,61
-12050,79
-12000,49
-11950,40
-11900,37
-11850,32
-11800,33
-11750,29
-11700,22
-11650,27
-11600,18
-11550,14
-11500,20
-11450,23
-11400,40
-11350,46
-11300,83
-11250,133
-11200,129
-11150,166
-11100,204
-11050,131
-11000,108
-10950,97
-10900,55
-10850,19
-10800,11
-10750,11
-10700,7
-10650,6
-10600,4
-10550,4
-10500,5
-10450,3
-10400,4
-10350,6
-10300,1
-10250,2
-10200,2
-10150,4
-10100,3
-10050,5
-10000,3
-9950,5
-9900,4
-9850,2
-9800,8
-9750,2
-9700,5
-9650,4
-9600,3
-9550,5
-9500,4
-9450,4
-9400,2
-9350,4
-9300,1
-9250,3
-9200,3
-9150,2
-9100,0
-9050,1
-9000,4
-8950,2
-8900,1
-8850,4
-8800,3
-8750,4
-8700,7
-8650,2
-8600,2
-8550,4
-8500,2
-8450,3
-8400,5
-8350,5
-8300,3
-8250,9
-8200,12
-8150,12
-8100,11
-8050,8
-8000,5
-7950,5
-7900,1
-7850,2
-7800,3
-7750,4
-7700,3
-7650,4
-7600,7
-7550,13
-7500,10
-7450,13
-7400,4
-7350,11
-7300,6
-7250,4
-7200,8
-7150,1
-7100,0
-7050,5
-7000,2
-6950,5
-6900,0
-6850,0
-6800,3
-6750,0
-6700,2
-6650,2
-6600,4
-6550,5
-6500,1
-6450,2
-6400,1
-6350,1
-6300,3
-6250,1
-6200,6
-6150,2
-6100,1
-6050,0
-6000,2
-5950,6
-5900,4
-5850,3
-5800,6
-5750,2
-5700,2
-5650,6
-5600,2
-5550,8
-5500,3
-5450,6
-5400,5
-5350,7
-5300,9
-5250,6
-5200,11
-5150,9
-5100,7
-5050,7
-5000,4
-4950,4
-4900,2
-4850,2
-4800,5
-4750,3
-4700,0
-4650,4
-4600,5
-4550,8
-4500,8
-4450,7
-4400,11
-4350,8
-4300,8
-4250,6
-4200,1
-4150,5
-4100,4
-4050,4
-4000,1
-3950,5
-3900,1
-3850,2
-3800,1
-3750,0
-3700,1
-3650,1
-3600,3
-3550,3
-3500,2
-3450,2
-3400,1
-3350,2
-3300,0
-3250,5
-3200,4
-3150,3
-3100,3
-3050,1
-3000,6
-2950,2
-2900,5
-2850,6
-2800,3
-2750,1
-2700,1
-2650,3
-2600,2
-2550,4
-2500,2
-2450,1
-2400,0
-2350,3
-2300,6
-2250,2
-2200,2
-2150,4
-2100,4
-2050,5
-2000,12
-1950,9
-1900,15
-1850,11
-1800,15
-1750,35
-1700,79
-1650,102
-1600,122
-1550,167
-1500,180
-1450,117
-1400,123
-1350,89
-1300,59
-1250,37
-1200,24
-1150,16
-1100,13
-1050,20
-1000,21
-950,18
-900,19
-850,21
-800,17
-750,25
-700,23
-650,36
-600,35
-550,43
-500,70
-450,77
-400,154
-350,276
-300,695
-250,1472
-200,3471
-150,6402
-100,4639
-50,1707
0,467
50,1346
100,3772
150,5641
200,3257
250,1337
300,614
350,277
400,125
450,83
500,51
550,50
600,33
650,29
700,29
750,26
800,19
850,19
900,20
950,23
1000,9
1050,16
1100,20
1150,22
1200,19
1250,37
1300,63
1350,108
1400,148
1450,140
1500,158
1550,191
1600,99
1650,81
1700,87
1750,38
1800,23
1850,14
1900,8
1950,4
2000,2
2050,11
2100,3
2150,6
2200,2
2250,0
2300,4
2350,3
2400,5
2450,1
2500,3
2550,1
2600,1
2650,4
2700,3
2750,3
2800,9
2850,2
2900,6
2950,4
3000,2
3050,8
3100,5
3150,0
3200,6
3250,4
3300,1
3350,2
3400,1
3450,1
3500,2
3550,4
3600,2
3650,1
3700,3
3750,2
3800,4
3850,3
3900,3
3950,5
4000,2
4050,6
4100,3
4150,5
4200,8
4250,5
4300,6
4350,8
4400,7
4450,10
4500,5
4550,3
4600,3
4650,4
4700,4
4750,1
4800,5
4850,3
4900,2
4950,3
5000,5
5050,6
5100,3
5150,6
5200,9
5250,12
5300,6
5350,8
5400,6
5450,4
5500,4
5550,4
5600,1
5650,2
5700,4
5750,3
5800,1
5850,0
5900,2
5950,5
6000,1
6050,3
6100,4
6150,2
6200,2
6250,1
6300,1
6350,2
6400,1
6450,1
6500,1
6550,4
6600,6
6650,2
6700,1
6750,2
6800,6
6850,4
6900,2
6950,3
7000,4
7050,0
7100,4
7150,3
7200,5
7250,7
7300,6
7350,9
7400,8
7450,8
7500,11
7550,8
7600,6
7650,3
7700,1
7750,4
7800,2
7850,6
7900,2
7950,1
8000,1
8050,6
8100,8
8150,12
8200,5
8250,10
8300,5
8350,1
8400,1
8450,5
8500,2
8550,2
8600,0
8650,2
8700,2
8750,1
8800,1
8850,4
8900,5
8950,2
9000,2
9050,2
9100,1
9150,5
9200,3
9250,2
9300,4
9350,4
9400,2
9450,2
9500,1
9550,1
9600,3
9650,6
9700,2
9750,2
9800,6
9850,1
9900,3
9950,2
10000,1
10050,2
10100,4
10150,5
10200,8
10250,5
10300,6
10350,7
10400,3
10450,5
10500,2
10550,8
10600,10
10650,6
10700,12
10750,17
10800,15
10850,25
10900,54
10950,94
11000,116
11050,159
11100,205
11150,144
11200,143
11250,142
11300,82
11350,47
11400,45
11450,33
11500,24
11550,19
11600,30
11650,21
11700,24
11750,24
11800,28
11850,37
11900,34
11950,42
12000,58
12050,64
12100,88
12150,119
12200,155
12250,207
12300,479
12350,958
12400,2079
12450,5095
12500,8310
12550,8179
12600,11194
12650,14043
12700,8972
12750,7331
12800,6295
12850,3021
12900,1299
12950,615
13000,307
13050,168
13100,122
13150,90
13200,65
13250,67
13300,54
13350,31
13400,46
13450,32
13500,24
13550,24
13600,21
13650,24
13700,24
13750,18
13800,36
13850,31
13900,52
13950,63
14000,100
14050,150
14100,138
14150,163
14200,188
14250,104
14300,94
14350,63
14400,21
14450,17
14500,11
14550,6
