Time(ps),Counts
-20000,9
-19950,6
-19900,6
-19850,6
-19800,2
-19750,5
-19700,4
-19650,6
-19600,2
-19550,2
-19500,3
-19450,5
-19400,5
-19350,0
-19300,5
-19250,3
-19200,5
-19150,6
-19100,2
-19050,4
-19000,3
-18950,4
-18900,1
-18850,4
-18800,1
-18750,4
-18700,4
-18650,5
-18600,3
-18550,3
-18500,3
-18450,1
-18400,4
-18350,5
-18300,1
-18250,1
-18200,4
-18150,2
-18100,2
-18050,4
-18000,11
-17950,10
-17900,13
-17850,13
-17800,11
-17750,9
-17700,5
-17650,7
-17600,5
-17550,1
-17500,2
-17450,4
-17400,7
-17350,3
-17300,1
-17250,4
-17200,6
-17150,13
-17100,9
-17050,13
-17000,13
-16950,6
-16900,6
-16850,4
-16800,1
-16750,1
-16700,2
-16650,4
-16600,1
-16550,3
-16500,3
-16450,10
-16400,2
-16350,1
-16300,4
-16250,0
-16200,3
-16150,1
-16100,5
-16050,5
-16000,1
-15950,2
-15900,4
-15850,1
-15800,1
-15750,7
-15700,5
-15650,4
-15600,2
-15550,4
-15500,4
-15450,7
-15400,3
-15350,3
-15300,5
-15250,2
-15200,5
-15150,5
-15100,4
-15050,3
-15000,10
-14950,7
-14900,6
-14850,5
-14800,8
-14750,5
-14700,8
-14650,8
-14600,8
-14550,8
-14500,11
-14450,13
-14400,19
-14350,58
-14300,106
-14250,212
-14200,243
-14150,292
-14100,243
-14050,142
-14000,110
-13950,66
-13900,49
-13850,37
-13800,22
-13750,22
-13700,22
-13650,21
-13600,23
-13550,38
-13500,49
-13450,43
-13400,48
-13350,56
-13300,64
-13250,79
-13200,90
-13150,92
-13100,135
-13050,181
-13000,270
-12950,418
-12900,838
-12850,1801
-12800,4308
-12750,9787
-12700,16601
-12650,21479
-12600,19370
-12550,13392
-12500,6691
-12450,2822
-12400,1248
-12350,569
-12300,327
-12250,208
-12200,134
-12150,115
-12100,106
-12050,82
-12000,67
-11950,57
-11900,39
-11850,45
-11800,34
-11750,53
-11700,29
-11650,29
-11600,21
-11550,27
-11500,22
-11450,18
-11400,36
-11350,52
-11300,79
-11250,115
-11200,231
-11150,260
-11100,283
-11050,209
-11000,174
-10950,73
-10900,35
-10850,27
-10800,13
-10750,9
-10700,3
-10650,7
-10600,6
-10550,6
-10500,8
-10450,3
-10400,8
-10350,6
-10300,4
-10250,7
-10200,4
-10150,2
-10100,3
-10050,4
-10000,4
-9950,7
-9900,4
-9850,7
-9800,8
-9750,5
-9700,4
-9650,4
-9600,5
-9550,3
-9500,2
-9450,0
-9400,2
-9350,1
-9300,4
-9250,3
-9200,1
-9150,3
-9100,1
-9050,0
-9000,5
-8950,3
-8900,0
-8850,3
-8800,2
-8750,5
-8700,3
-8650,1
-8600,5
-8550,1
-8500,5
-8450,3
-8400,5
-8350,5
-8300,11
-8250,15
-8200,12
-8150,10
-8100,11
-8050,12
-8000,4
-7950,3
-7900,3
-7850,2
-7800,1
-7750,6
-7700,5
-7650,7
-7600,7
-7550,10
-7500,12
-7450,18
-7400,15
-7350,10
-7300,8
-7250,7
-7200,5
-7150,2
-7100,3
-7050,5
-7000,5
-6950,3
-6900,3
-6850,5
-6800,4
-6750,4
-6700,5
-6650,3
-6600,6
-6550,4
-6500,5
-6450,5
-6400,4
-6350,2
-6300,3
-6250,8
-6200,2
-6150,3
-6100,8
-6050,4
-6000,2
-5950,4
-5900,3
-5850,4
-5800,3
-5750,3
-5700,7
-5650,1
-5600,3
-5550,7
-5500,12
-5450,8
-5400,4
-5350,14
-5300,6
-5250,12
-5200,15
-5150,6
-5100,9
-5050,5
-5000,2
-4950,7
-4900,2
-4850,3
-4800,3
-4750,4
-4700,1
-4650,6
-4600,7
-4550,8
-4500,15
-4450,16
-4400,23
-4350,11
-4300,3
-4250,6
-4200,6
-4150,3
-4100,1
-4050,2
-4000,1
-3950,3
-3900,3
-3850,2
-3800,7
-3750,5
-3700,3
-3650,7
-3600,8
-3550,1
-3500,5
-3450,3
-3400,9
-3350,2
-3300,3
-3250,3
