Time(ps),Counts
-20000,9
-19950,16
-19900,3
-19850,8
-19800,3
-19750,2
-19700,5
-19650,6
-19600,1
-19550,3
-19500,5
-19450,5
-19400,2
-19350,4
-19300,3
-19250,2
-19200,3
-19150,4
-19100,7
-19050,8
-19000,7
-18950,4
-18900,3
-18850,2
-18800,3
-18750,3
-18700,4
-18650,5
-18600,6
-18550,5
-18500,2
-18450,5
-18400,5
-18350,2
-18300,4
-18250,3
-18200,6
-18150,3
-18100,3
-18050,6
-18000,11
-17950,7
-17900,10
-17850,6
-17800,12
-17750,9
-17700,4
-17650,4
-17600,8
-17550,3
-17500,5
-17450,2
-17400,2
-17350,1
-17300,2
-17250,7
-17200,6
-17150,15
-17100,16
-17050,15
-17000,9
-16950,13
-16900,4
-16850,6
-16800,0
-16750,4
-16700,2
-16650,2
-16600,3
-16550,3
-16500,5
-16450,5
-16400,2
-16350,2
-16300,2
-16250,3
-16200,0
-16150,2
-16100,4
-16050,3
-16000,5
-15950,2
-15900,5
-15850,5
-15800,6
-15750,2
-15700,6
-15650,7
-15600,10
-15550,7
-15500,11
-15450,6
-15400,5
-15350,5
-15300,4
-15250,5
-15200,1
-15150,6
-15100,3
-15050,4
-15000,6
-14950,6
-14900,7
-14850,4
-14800,4
-14750,10
-14700,14
-14650,8
-14600,16
-14550,9
-14500,9
-14450,19
-14400,20
-14350,35
-14300,88
-14250,202
-14200,304
-14150,291
-14100,237
-14050,154
-14000,98
-13950,65
-13900,38
-13850,40
-13800,26
-13750,27
-13700,31
-13650,25
-13600,26
-13550,29
-13500,34
-13450,39
-13400,57
-13350,69
-13300,58
-13250,75
-13200,76
-13150,91
-13100,127
-13050,160
-13000,239
-12950,348
-12900,718
-12850,1574
-12800,3777
-12750,8399
-12700,17504
-12650,24798
-12600,22086
-12550,13314
-12500,5844
-12450,2476
-12400,1063
-12350,510
-12300,293
-12250,205
-12200,155
-12150,114
-12100,109
-12050,81
-12000,71
-11950,53
-11900,55
-11850,50
-11800,42
-11750,37
-11700,28
-11650,38
-11600,25
-11550,31
-11500,23
-11450,24
-11400,20
-11350,48
-11300,81
-11250,129
-11200,163
-11150,323
-11100,355
-11050,277
-11000,129
-10950,68
-10900,29
-10850,22
-10800,10
-10750,8
-10700,5
-10650,4
-10600,4
-10550,7
-10500,8
-10450,6
-10400,5
-10350,3
-10300,4
-10250,1
-10200,5
-10150,4
-10100,6
-10050,5
-10000,7
-9950,3
-9900,4
-9850,4
-9800,8
-9750,7
-9700,11
-9650,3
-9600,5
-9550,7
-9500,3
-9450,3
-9400,3
-9350,8
-9300,1
-9250,7
-9200,4
-9150,4
-9100,3
-9050,4
-9000,3
-8950,6
-8900,1
-8850,4
-8800,2
-8750,3
-8700,9
-8650,2
-8600,6
-8550,1
-8500,4
-8450,4
-8400,7
-8350,5
-8300,9
-8250,20
-8200,16
-8150,17
-8100,8
-8050,9
-8000,2
-7950,4
-7900,5
-7850,1
-7800,3
-7750,0
-7700,3
-7650,6
-7600,5
-7550,6
-7500,13
-7450,11
-7400,8
-7350,14
-7300,8
-7250,4
-7200,11
-7150,2
-7100,4
-7050,2
-7000,5
-6950,1
-6900,6
-6850,3
-6800,4
-6750,3
-6700,7
-6650,0
-6600,7
-6550,3
-6500,4
-6450,1
-6400,6
-6350,1
-6300,2
-6250,3
-6200,5
-6150,5
-6100,3
-6050,2
-6000,8
-5950,3
-5900,3
-5850,3
-5800,5
-5750,1
-5700,3
-5650,5
-5600,2
-5550,2
-5500,4
-5450,4
-5400,12
-5350,6
-5300,9
-5250,12
-5200,10
-5150,14
-5100,8
-5050,5
-5000,4
-4950,4
-4900,3
-4850,5
-4800,4
-4750,5
-4700,4
-4650,3
-4600,5
-4550,7
-4500,13
-4450,26
-4400,16
-4350,8
-4300,5
