Time(ps),Counts
-20000,6
-19950,15
-19900,5
-19850,7
-19800,4
-19750,3
-19700,3
-19650,1
-19600,6
-19550,3
-19500,2
-19450,5
-19400,4
-19350,7
-19300,1
-19250,5
-19200,5
-19150,3
-19100,0
-19050,5
-19000,2
-18950,2
-18900,3
-18850,7
-18800,2
-18750,1
-18700,0
-18650,3
-18600,2
-18550,2
-18500,3
-18450,3
-18400,2
-18350,6
-18300,0
-18250,3
-18200,3
-18150,3
-18100,6
-18050,4
-18000,9
-17950,10
-17900,11
-17850,17
-17800,11
-17750,9
-17700,7
-17650,3
-17600,5
-17550,6
-17500,4
-17450,2
-17400,4
-17350,3
-17300,3
-17250,8
-17200,9
-17150,6
-17100,16
-17050,22
-17000,18
-16950,6
-16900,4
-16850,3
-16800,1
-16750,2
-16700,1
-16650,3
-16600,3
-16550,3
-16500,3
-16450,6
-16400,3
-16350,2
-16300,4
-16250,4
-16200,2
-16150,4
-16100,4
-16050,5
-16000,4
-15950,4
-15900,7
-15850,6
-15800,3
-15750,3
-15700,5
-15650,7
-15600,7
-15550,3
-15500,5
-15450,6
-15400,3
-15350,4
-15300,2
-15250,1
-15200,5
-15150,0
-15100,5
-15050,1
-15000,4
-14950,7
-14900,2
-14850,5
-14800,12
-14750,7
-14700,10
-14650,5
-14600,5
-14550,7
-14500,9
-14450,11
-14400,19
-14350,22
-14300,65
-14250,152
-14200,306
-14150,334
-14100,228
-14050,126
-14000,82
-13950,50
-13900,35
-13850,28
-13800,24
-13750,19
-13700,27
-13650,33
-13600,32
-13550,32
-13500,29
-13450,23
-13400,48
-13350,52
-13300,71
-13250,72
-13200,91
-13150,97
-13100,125
-13050,143
-13000,177
-12950,317
-12900,514
-12850,1118
-12800,2810
-12750,6125
-12700,14473
-12650,27867
-12600,23146
-12550,10130
-12500,4324
-12450,1916
-12400,788
-12350,384
-12300,256
-12250,152
-12200,126
-12150,109
-12100,73
-12050,61
-12000,61
-11950,64
-11900,48
-11850,55
-11800,29
-11750,36
-11700,32
-11650,35
-11600,28
-11550,19
-11500,14
-11450,18
-11400,28
-11350,36
-11300,65
-11250,119
-11200,188
-11150,241
-11100,384
-11050,231
-11000,91
-10950,46
-10900,23
-10850,18
-10800,10
-10750,8
-10700,9
-10650,7
-10600,4
-10550,3
-10500,4
-10450,7
-10400,4
-10350,4
-10300,3
-10250,0
-10200,8
-10150,2
-10100,5
-10050,0
-10000,3
-9950,6
-9900,4
-9850,8
-9800,8
-9750,7
-9700,3
-9650,7
-9600,7
-9550,1
-9500,5
-9450,3
-9400,5
-9350,4
-9300,3
-9250,2
-9200,5
-9150,1
-9100,1
-9050,3
-9000,5
-8950,1
-8900,4
-8850,2
-8800,4
-8750,3
-8700,5
-8650,2
-8600,3
-8550,1
-8500,0
-8450,3
-8400,0
-8350,6
-8300,12
-8250,19
-8200,29
-8150,7
-8100,7
-8050,1
-8000,2
-7950,2
-7900,4
-7850,5
-7800,2
-7750,1
-7700,5
-7650,4
-7600,10
-7550,7
-7500,8
-7450,14
-7400,14
-7350,11
-7300,13
-7250,4
-7200,8
-7150,3
-7100,5
-7050,5
-7000,3
-6950,0
-6900,5
-6850,4
-6800,1
-6750,4
-6700,4
-6650,1
-6600,6
-6550,3
-6500,3
-6450,7
-6400,5
-6350,3
-6300,5
-6250,4
-6200,2
-6150,0
-6100,3
-6050,2
-6000,5
-5950,5
-5900,0
-5850,5
-5800,4
-5750,2
-5700,1
-5650,3
-5600,3
-5550,2
-5500,3
-5450,3
-5400,7
-5350,13
-5300,14
-5250,14
-5200,9
-5150,6
-5100,8
-5050,9
-5000,7
-4950,6
-4900,8
-4850,2
-4800,5
-4750,3
-4700,4
-4650,3
-4600,5
-4550,9
-4500,12
-4450,16
-4400,20
-4350,13
-4300,4
-4250,7
-4200,1
-4150,4
-4100,8
-4050,4
-4000,1
-3950,6
-3900,6
-3850,1
-3800,2
-3750,2
-3700,12
-3650,2
-3600,1
-3550,2
-3500,2
-3450,3
-3400,3
-3350,8
-3300,2
-3250,5
-3200,2
-3150,3
-3100,1
-3050,3
-3000,2
-2950,2
-2900,8
-2850,6
-2800,4
-2750,7
-2700,4
-2650,1
-2600,5
-2550,4
-2500,5
-2450,7
-2400,2
-2350,8
-2300,4
-2250,5
-2200,10
-2150,8
-2100,11
-2050,5
-2000,8
-1950,7
-1900,8
-1850,14
-1800,10
-1750,20
-1700,41
-1650,60
-1600,162
-1550,318
-1500,307
-1450,188
-1400,132
-1350,81
-1300,54
-1250,14
-1200,14
-1150,14
-1100,18
-1050,22
-1000,17
-950,17
-900,19
-850,22
-800,23
-750,21
-700,34
-650,33
-600,30
-550,45
-500,42
-450,69
-400,52
-350,73
-300,101
-250,107
-200,141
-150,191
-100,246
-50,358
0,287
50,358
100,291
150,196
200,129
250,111
300,106
350,84
400,77
450,52
500,64
550,48
600,43
650,30
700,34
750,35
800,18
850,22
900,15
950,27
1000,17
1050,16
1100,14
1150,20
1200,26
1250,32
1300,50
1350,72
1400,140
1450,202
1500,306
1550,367
1600,187
1650,81
1700,44
1750,18
1800,10
1850,7
1900,6
1950,10
2000,5
2050,2
2100,8
2150,2
2200,6
2250,6
2300,2
2350,4
2400,4
2450,3
2500,4
2550,5
2600,2
2650,2
2700,2
2750,2
2800,3
2850,3
2900,14
2950,5
3000,6
3050,8
3100,5
3150,2
3200,4
3250,3
3300,2
3350,3
3400,7
3450,4
3500,1
3550,6
3600,3
3650,6
3700,3
3750,4
3800,6
3850,4
3900,4
3950,4
4000,3
4050,3
4100,4
4150,4
4200,4
4250,5
4300,5
4350,8
4400,16
4450,18
4500,16
4550,2
4600,4
4650,2
4700,1
4750,8
4800,4
4850,4
4900,4
4950,2
5000,1
5050,8
5100,17
5150,6
5200,9
5250,15
5300,13
5350,5
5400,7
5450,4
5500,2
5550,8
5600,4
5650,3
5700,0
5750,2
5800,2
5850,4
5900,2
5950,2
6000,4
6050,6
6100,6
6150,4
6200,5
6250,4
6300,3
6350,3
6400,1
6450,3
6500,4
6550,4
6600,3
6650,2
6700,4
6750,1
6800,3
6850,2
6900,2
6950,5
7000,4
7050,0
7100,2
7150,8
7200,11
7250,11
7300,4
7350,14
7400,8
7450,7
7500,12
7550,8
7600,5
7650,3
7700,5
7750,1
7800,1
7850,4
7900,4
7950,2
8000,4
8050,5
8100,11
8150,9
8200,13
8250,17
8300,6
8350,8
8400,2
8450,2
8500,2
8550,5
8600,6
8650,4
8700,1
8750,3
8800,4
8850,5
8900,1
8950,5
9000,4
9050,1
9100,0
9150,5
9200,4
9250,2
9300,4
9350,4
9400,6
9450,1
9500,7
9550,2
9600,7
9650,5
9700,8
9750,4
9800,5
9850,3
9900,3
9950,7
10000,2
10050,3
10100,3
10150,4
10200,5
10250,4
10300,5
10350,3
10400,4
10450,3
10500,7
10550,4
10600,2
10650,4
10700,10
10750,15
10800,13
10850,10
10900,23
10950,40
11000,89
11050,207
11100,361
11150,284
11200,167
11250,100
11300,74
11350,48
11400,30
11450,17
11500,21
11550,27
11600,30
11650,30
11700,27
11750,32
11800,44
11850,45
11900,41
11950,61
12000,66
12050,78
12100,68
12150,117
12200,142
12250,168
12300,228
12350,412
12400,709
12450,1670
12500,4188
12550,9359
12600,21719
12650,28873
12700,15582
12750,6555
12800,2792
12850,1217
12900,553
12950,317
13000,235
13050,135
13100,107
13150,87
13200,87
13250,72
13300,56
13350,45
13400,49
13450,38
13500,36
13550,33
13600,30
13650,32
13700,15
13750,24
13800,28
13850,25
13900,39
13950,68
14000,86
14050,136
14100,210
14150,381
14200,331
14250,141
14300,72
14350,39
14400,23
14450,10
14500,13
14550,5
14600,9
14650,6
14700,6
14750,4
14800,6
14850,2
14900,4
14950,2
15000,3
15050,7
15100,6
15150,4
15200,4
15250,1
15300,5
15350,4
15400,9
15450,7
15500,3
15550,7
15600,4
15650,7
15700,9
15750,6
15800,7
15850,0
15900,2
15950,3
16000,4
16050,2
16100,6
16150,4
16200,2
16250,2
16300,4
16350,5
16400,4
16450,2
16500,2
16550,3
16600,2
16650,1
16700,3
16750,1
16800,3
16850,3
16900,5
16950,7
17000,10
17050,17
17100,14
17150,4
17200,2
17250,3
17300,1
17350,3
17400,3
17450,3
17500,2
17550,6
17600,4
17650,10
17700,15
17750,7
17800,7
17850,4
17900,11
17950,10
18000,9
18050,6
18100,2
18150,4
18200,5
18250,3
18300,2
18350,1
18400,5
18450,2
18500,4
18550,4
18600,5
18650,3
18700,5
18750,3
18800,4
18850,2
18900,4
18950,2
19000,2
19050,0
19100,4
19150,1
19200,6
19250,2
19300,4
19350,3
19400,3
19450,5
19500,6
19550,4
19600,2
19650,2
19700,5
19750,7
19800,2
19850,4
19900,8
19950,6
