Time(ps),Counts
-20000,8
-19950,10
-19900,6
-19850,6
-19800,3
-19750,5
-19700,5
-19650,3
-19600,3
-19550,3
-19500,4
-19450,4
-19400,4
-19350,4
-19300,3
-19250,2
-19200,9
-19150,4
-19100,2
-19050,9
-19000,6
-18950,1
-18900,4
-18850,6
-18800,5
-18750,3
-18700,1
-18650,5
-18600,2
-18550,7
-18500,2
-18450,1
-18400,0
-18350,4
-18300,1
-18250,5
-18200,1
-18150,3
-18100,10
-18050,4
-18000,8
-17950,13
-17900,9
-17850,7
-17800,12
-17750,10
-17700,11
-17650,3
-17600,4
-17550,4
-17500,4
-17450,2
-17400,4
-17350,5
-17300,6
-17250,5
-17200,7
-17150,10
-17100,10
-17050,13
-17000,8
-16950,5
-16900,3
-16850,5
-16800,1
-16750,1
-16700,4
-16650,1
-16600,4
-16550,5
-16500,2
-16450,3
-16400,2
-16350,4
-16300,3
-16250,3
-16200,7
-16150,2
-16100,0
-16050,4
-16000,1
-15950,3
-15900,3
-15850,3
-15800,4
-15750,7
-15700,6
-15650,5
-15600,2
-15550,2
-15500,6
-15450,4
-15400,3
-15350,4
-15300,1
-15250,5
-15200,3
-15150,4
-15100,5
-15050,5
-15000,6
-14950,8
-14900,8
-14850,6
-14800,11
-14750,8
-14700,9
-14650,6
-14600,10
-14550,12
-14500,12
-14450,16
-14400,30
-14350,54
-14300,106
-14250,178
-14200,230
-14150,251
-14100,194
-14050,175
-14000,117
-13950,70
-13900,38
-13850,30
-13800,18
-13750,20
-13700,27
-13650,35
-13600,29
-13550,25
-13500,27
-13450,40
-13400,57
-13350,59
-13300,43
-13250,84
-13200,70
-13150,99
-13100,124
-13050,168
-13000,254
-12950,489
-12900,969
-12850,2201
-12800,5234
-12750,11048
-12700,14921
-12650,19491
-12600,17261
-12550,12880
-12500,7791
-12450,3426
-12400,1484
-12350,731
-12300,358
-12250,207
-12200,171
-12150,99
-12100,81
-12050,78
-12000,57
-11950,46
-11900,45
-11850,48
-11800,42
-11750,42
-11700,28
-11650,27
-11600,30
-11550,22
-11500,24
-11450,28
-11400,41
-11350,56
-11300,96
-11250,149
-11200,217
-11150,244
-11100,263
-11050,227
-11000,148
-10950,92
-10900,37
-10850,28
-10800,8
-10750,12
-10700,6
-10650,5
-10600,4
-10550,2
-10500,5
-10450,5
-10400,5
-10350,2
-10300,3
-10250,2
-10200,1
-10150,3
-10100,4
-10050,8
-10000,3
-9950,5
-9900,2
-9850,2
-9800,2
-9750,6
-9700,5
-9650,7
-9600,3
-9550,8
-9500,4
-9450,6
-9400,6
-9350,2
-9300,7
-9250,2
-9200,2
-9150,4
-9100,2
-9050,1
-9000,0
-8950,2
-8900,1
-8850,3
-8800,2
-8750,5
-8700,3
-8650,5
-8600,3
-8550,2
-8500,5
-8450,1
-8400,3
-8350,9
-8300,10
-8250,6
-8200,10
-8150,12
-8100,10
-8050,5
-8000,6
-7950,4
-7900,3
-7850,4
-7800,3
-7750,6
-7700,4
-7650,7
-7600,7
-7550,12
-7500,12
-7450,14
-7400,10
-7350,8
-7300,7
-7250,9
-7200,5
-7150,2
-7100,5
-7050,1
-7000,4
-6950,4
-6900,3
-6850,4
-6800,5
-6750,3
-6700,5
-6650,2
-6600,4
-6550,1
-6500,4
-6450,2
-6400,1
-6350,1
-6300,3
-6250,6
-6200,3
-6150,4
-6100,3
-6050,2
-6000,3
-5950,1
-5900,2
-5850,4
-5800,6
-5750,4
-5700,4
-5650,5
-5600,5
-5550,6
-5500,2
-5450,4
-5400,7
-5350,4
-5300,10
-5250,13
-5200,14
-5150,11
-5100,7
-5050,5
-5000,5
-4950,1
-4900,3
-4850,2
-4800,2
-4750,4
-4700,2
-4650,3
-4600,6
-4550,10
-4500,14
-4450,20
-4400,10
-4350,8
-4300,6
-4250,4
-4200,4
-4150,2
-4100,4
-4050,5
-4000,6
-3950,3
-3900,9
-3850,2
-3800,4
-3750,4
-3700,0
-3650,8
-3600,2
-3550,7
-3500,7
-3450,2
-3400,1
-3350,2
-3300,4
-3250,5
-3200,2
-3150,4
-3100,3
-3050,4
-3000,2
-2950,7
-2900,4
-2850,5
-2800,7
-2750,1
-2700,5
-2650,5
-2600,4
-2550,5
-2500,4
-2450,2
-2400,6
-2350,3
-2300,5
-2250,9
-2200,4
-2150,4
-2100,4
-2050,5
-2000,6
-1950,9
-1900,9
-1850,15
-1800,7
-1750,48
-1700,72
-1650,133
-1600,177
-1550,277
-1500,239
-1450,225
-1400,152
-1350,84
-1300,57
-1250,42
-1200,24
-1150,24
-1100,19
-1050,22
-1000,18
-950,21
-900,20
-850,20
-800,27
-750,30
-700,37
-650,37
-600,36
-550,42
-500,49
-450,95
-400,103
-350,205
-300,377
-250,889
-200,2048
-150,4635
-100,8020
-50,4646
0,1380
50,3876
100,6740
150,4368
200,1773
250,746
300,380
350,184
400,132
450,83
500,66
550,53
600,55
650,43
700,36
750,22
800,23
850,23
900,25
950,16
1000,19
1050,24
1100,14
1150,9
1200,23
1250,38
1300,71
1350,91
1400,181
1450,233
1500,274
1550,249
1600,190
1650,122
1700,48
1750,19
1800,19
1850,19
1900,11
1950,10
2000,8
2050,5
2100,3
2150,4
2200,7
2250,7
2300,9
2350,4
2400,5
2450,4
2500,6
2550,2
2600,9
2650,5
2700,9
2750,9
2800,8
2850,5
2900,8
2950,6
3000,10
